dataset,tier,variant,type,enroll,verify
cplfw,select,hard_bpsk,FalseReject,Toby_Keith_2_0000,Toby_Keith_3_0000
cplfw,select,hard_bpsk,FalseReject,Alan_Mulally_1_0000,Alan_Mulally_2_0000
cplfw,select,hard_bpsk,FalseReject,Terry_Stotts_1_0000,Terry_Stotts_2_0000
cplfw,select,hard_bpsk,FalseReject,Atal_Bihari_Vajpayee_1_0000,Atal_Bihari_Vajpayee_3_0000
cplfw,select,hard_bpsk,FalseReject,Liu_Ye_1_0000,Liu_Ye_3_0000
cplfw,select,hard_bpsk,FalseReject,Leslie_Caldwell_2_0000,Leslie_Caldwell_3_0000
cplfw,select,hard_bpsk,FalseReject,Yana_Klochkova_1_0000,Yana_Klochkova_3_0000
cplfw,select,hard_bpsk,FalseReject,Donald_Carty_1_0000,Donald_Carty_3_0000
cplfw,select,hard_bpsk,FalseReject,Roberto_Benigni_1_0000,Roberto_Benigni_3_0000
cplfw,select,hard_bpsk,FalseReject,Kellie_Coffey_2_0000,Kellie_Coffey_3_0000
cplfw,select,hard_bpsk,FalseReject,Bill_Herrion_2_0000,Bill_Herrion_3_0000
cplfw,select,hard_bpsk,FalseReject,Gordana_Grubin_2_0000,Gordana_Grubin_3_0000
cplfw,select,hard_bpsk,FalseReject,Keiko_Sofia_Fujimori_1_0000,Keiko_Sofia_Fujimori_2_0000
cplfw,select,hard_bpsk,FalseReject,Ed_Book_1_0000,Ed_Book_2_0000
cplfw,select,hard_bpsk,FalseReject,Jan_Bjoerklund_1_0000,Jan_Bjoerklund_3_0000
cplfw,select,hard_bpsk,FalseReject,Lawrence_MacAulay_1_0000,Lawrence_MacAulay_3_0000
cplfw,select,hard_bpsk,FalseReject,Fernando_Gonzalez_1_0000,Fernando_Gonzalez_3_0000
cplfw,select,hard_bpsk,FalseReject,Elisha_Cuthbert_1_0000,Elisha_Cuthbert_3_0000
cplfw,select,hard_bpsk,FalseReject,Mike_Bryan_2_0000,Mike_Bryan_3_0000
cplfw,select,hard_bpsk,FalseReject,Nikki_Reed_1_0000,Nikki_Reed_3_0000
cplfw,select,hard_bpsk,FalseReject,Kathryn_Morris_1_0000,Kathryn_Morris_3_0000
cplfw,select,hard_bpsk,FalseReject,Julio_Iglesias_Jr_1_0000,Julio_Iglesias_Jr_2_0000
cplfw,select,hard_bpsk,FalseReject,Danny_Glover_1_0000,Danny_Glover_3_0000
cplfw,select,hard_bpsk,FalseReject,Takeshi_Kitano_1_0000,Takeshi_Kitano_2_0000
cplfw,select,hard_bpsk,FalseReject,Claudia_Cardinale_1_0000,Claudia_Cardinale_2_0000
cplfw,select,hard_bpsk,FalseReject,Edward_Norton_1_0000,Edward_Norton_3_0000
cplfw,select,hard_bpsk,FalseReject,Nikki_Cascone_1_0000,Nikki_Cascone_3_0000
cplfw,select,hard_bpsk,FalseReject,Kurt_Russell_1_0000,Kurt_Russell_2_0000
cplfw,select,hard_bpsk,FalseReject,Nikki_Cascone_1_0000,Nikki_Cascone_2_0000
cplfw,select,hard_bpsk,FalseReject,Bob_Hartley_2_0000,Bob_Hartley_3_0000
cplfw,select,hard_bpsk,FalseReject,Graciano_Rocchigiani_1_0000,Graciano_Rocchigiani_2_0000
cplfw,select,hard_bpsk,FalseReject,Robert_Redford_1_0000,Robert_Redford_3_0000
cplfw,select,hard_bpsk,FalseReject,Nikki_Reed_2_0000,Nikki_Reed_3_0000
cplfw,select,hard_bpsk,FalseReject,Felix_Trinidad_2_0000,Felix_Trinidad_3_0000
cplfw,select,hard_bpsk,FalseReject,Fernando_Valenzuela_2_0000,Fernando_Valenzuela_3_0000
cplfw,select,hard_bpsk,FalseReject,Bartosz_Kizierowski_1_0000,Bartosz_Kizierowski_3_0000
cplfw,select,hard_bpsk,FalseReject,Stephen_Webster_2_0000,Stephen_Webster_3_0000
cplfw,select,hard_bpsk,FalseReject,Kathryn_Morris_1_0000,Kathryn_Morris_2_0000
cplfw,select,hard_bpsk,FalseReject,Nona_Gaye_2_0000,Nona_Gaye_3_0000
cplfw,select,hard_bpsk,FalseReject,Lawrence_MacAulay_2_0000,Lawrence_MacAulay_3_0000
cplfw,select,hard_bpsk,FalseReject,John_Kerry_1_0000,John_Kerry_2_0000
cplfw,select,hard_bpsk,FalseReject,Felix_Trinidad_1_0000,Felix_Trinidad_3_0000
cplfw,select,hard_bpsk,FalseReject,Saparmurat_Niyazov_2_0000,Saparmurat_Niyazov_3_0000
cplfw,select,hard_bpsk,FalseReject,Shane_Mosley_1_0000,Shane_Mosley_2_0000
cplfw,select,hard_bpsk,FalseReject,Sebastian_Porto_1_0000,Sebastian_Porto_3_0000
cplfw,select,hard_bpsk,FalseReject,Kelly_Osbourne_1_0000,Kelly_Osbourne_3_0000
cplfw,select,hard_bpsk,FalseReject,Venus_Williams_1_0000,Venus_Williams_2_0000
cplfw,select,hard_bpsk,FalseReject,Bill_Richardson_1_0000,Bill_Richardson_3_0000
cplfw,select,hard_bpsk,FalseReject,Jean_Charest_1_0000,Jean_Charest_2_0000
cplfw,select,hard_bpsk,FalseReject,Blythe_Danner_2_0000,Blythe_Danner_3_0000
cplfw,select,hard_bpsk,FalseReject,Sarah_Michelle_Gellar_1_0000,Sarah_Michelle_Gellar_3_0000
cplfw,select,hard_bpsk,FalseReject,Robinson_Stevenin_1_0000,Robinson_Stevenin_2_0000
cplfw,select,hard_bpsk,FalseReject,Danny_Glover_2_0000,Danny_Glover_3_0000
cplfw,select,hard_bpsk,FalseReject,Charlie_Hunnam_1_0000,Charlie_Hunnam_3_0000
cplfw,select,hard_bpsk,FalseReject,Mikhail_Khodorkovsky_1_0000,Mikhail_Khodorkovsky_3_0000
cplfw,select,hard_bpsk,FalseReject,Natalie_Cole_2_0000,Natalie_Cole_3_0000
cplfw,select,hard_bpsk,FalseReject,George_Allen_1_0000,George_Allen_2_0000
cplfw,select,hard_bpsk,FalseReject,Chistian_Stahl_2_0000,Chistian_Stahl_3_0000
cplfw,select,hard_bpsk,FalseReject,Lars_Von_Trier_1_0000,Lars_Von_Trier_3_0000
cplfw,select,hard_bpsk,FalseReject,Vicente_Fernandez_1_0000,Vicente_Fernandez_3_0000
cplfw,select,hard_bpsk,FalseReject,Laila_Ali_1_0000,Laila_Ali_2_0000
cplfw,select,hard_bpsk,FalseReject,Patricia_Clarkson_2_0000,Patricia_Clarkson_3_0000
cplfw,select,hard_bpsk,FalseReject,Alexa_Vega_1_0000,Alexa_Vega_2_0000
cplfw,select,hard_bpsk,FalseReject,George_Harrison_1_0000,George_Harrison_3_0000
cplfw,select,hard_bpsk,FalseReject,Alicia_Witt_1_0000,Alicia_Witt_2_0000
cplfw,select,hard_bpsk,FalseReject,Tara_VanDerveer_1_0000,Tara_VanDerveer_2_0000
cplfw,select,hard_bpsk,FalseReject,Tony_Fernandes_2_0000,Tony_Fernandes_3_0000
cplfw,select,hard_bpsk,FalseReject,Alicia_Witt_2_0000,Alicia_Witt_3_0000
cplfw,select,hard_bpsk,FalseReject,Joanna_Poitier_1_0000,Joanna_Poitier_3_0000
cplfw,select,hard_bpsk,FalseReject,Eduardo_Romero_1_0000,Eduardo_Romero_3_0000
cplfw,select,hard_bpsk,FalseReject,George_Voinovich_1_0000,George_Voinovich_3_0000
cplfw,select,hard_bpsk,FalseReject,Yoriko_Kawaguchi_1_0000,Yoriko_Kawaguchi_2_0000
cplfw,select,hard_bpsk,FalseReject,John_Allen_Muhammad_1_0000,John_Allen_Muhammad_3_0000
cplfw,select,hard_bpsk,FalseReject,Gary_Doer_2_0000,Gary_Doer_3_0000
cplfw,select,hard_bpsk,FalseReject,Mark_Swartz_1_0000,Mark_Swartz_2_0000
cplfw,select,hard_bpsk,FalseReject,Chistian_Stahl_1_0000,Chistian_Stahl_3_0000
cplfw,select,hard_bpsk,FalseReject,Ernie_Els_1_0000,Ernie_Els_2_0000
cplfw,select,hard_bpsk,FalseReject,Mark_Swartz_2_0000,Mark_Swartz_3_0000
cplfw,select,hard_bpsk,FalseReject,Norman_Mineta_1_0000,Norman_Mineta_3_0000
cplfw,select,hard_bpsk,FalseReject,Ismail_Cem_2_0000,Ismail_Cem_3_0000
cplfw,select,hard_bpsk,FalseReject,Michel_Duclos_1_0000,Michel_Duclos_3_0000
cplfw,select,hard_bpsk,FalseReject,Natalie_Cole_1_0000,Natalie_Cole_3_0000
cplfw,select,hard_bpsk,FalseReject,Jerry_Hall_2_0000,Jerry_Hall_3_0000
cplfw,select,hard_bpsk,FalseReject,Kathleen_Kennedy_Townsend_1_0000,Kathleen_Kennedy_Townsend_3_0000
cplfw,select,hard_bpsk,FalseReject,Ricky_Martin_1_0000,Ricky_Martin_2_0000
cplfw,select,hard_bpsk,FalseReject,Ashley_Judd_1_0000,Ashley_Judd_3_0000
cplfw,select,hard_bpsk,FalseReject,Javier_Weber_1_0000,Javier_Weber_3_0000
cplfw,select,hard_bpsk,FalseReject,Al_Davis_2_0000,Al_Davis_3_0000
cplfw,select,hard_bpsk,FalseReject,Dominique_Perben_1_0000,Dominique_Perben_2_0000
cplfw,select,hard_bpsk,FalseReject,Chistian_Stahl_1_0000,Chistian_Stahl_2_0000
cplfw,select,hard_bpsk,FalseReject,Vince_Gill_1_0000,Vince_Gill_3_0000
cplfw,select,hard_bpsk,FalseReject,Marcus_Allen_2_0000,Marcus_Allen_3_0000
cplfw,select,hard_bpsk,FalseReject,Tony_Shalhoub_2_0000,Tony_Shalhoub_3_0000
cplfw,select,hard_bpsk,FalseReject,Joan_Laporta_2_0000,Joan_Laporta_3_0000
cplfw,select,hard_bpsk,FalseReject,Bertie_Ahern_1_0000,Bertie_Ahern_3_0000
cplfw,select,hard_bpsk,FalseReject,Sepp_Blatter_1_0000,Sepp_Blatter_3_0000
cplfw,select,hard_bpsk,FalseReject,Columba_Bush_1_0000,Columba_Bush_3_0000
cplfw,select,hard_bpsk,FalseReject,Scott_Wolf_2_0000,Scott_Wolf_3_0000
cplfw,select,hard_bpsk,FalseReject,Benjamin_Franklin_1_0000,Benjamin_Franklin_2_0000
cplfw,select,hard_bpsk,FalseReject,Romain_Duris_2_0000,Romain_Duris_3_0000
cplfw,select,hard_bpsk,FalseReject,Ralf_Schumacher_1_0000,Ralf_Schumacher_3_0000
cplfw,select,hard_bpsk,FalseReject,Jesse_Ventura_1_0000,Jesse_Ventura_3_0000
cplfw,select,hard_bpsk,FalseReject,Luc_Montagnier_2_0000,Luc_Montagnier_3_0000
cplfw,select,hard_bpsk,FalseReject,Allen_Iverson_1_0000,Allen_Iverson_3_0000
cplfw,select,hard_bpsk,FalseReject,Elizabeth_Dole_2_0000,Elizabeth_Dole_3_0000
cplfw,select,hard_bpsk,FalseReject,Cesar_Gaviria_2_0000,Cesar_Gaviria_3_0000
cplfw,select,hard_bpsk,FalseReject,Iva_Majoli_2_0000,Iva_Majoli_3_0000
cplfw,select,hard_bpsk,FalseReject,Gustavo_Kuerten_1_0000,Gustavo_Kuerten_2_0000
cplfw,select,hard_bpsk,FalseReject,Sanja_Papic_1_0000,Sanja_Papic_2_0000
cplfw,select,hard_bpsk,FalseReject,Luc_Montagnier_1_0000,Luc_Montagnier_2_0000
cplfw,select,hard_bpsk,FalseReject,Cecilia_Chang_1_0000,Cecilia_Chang_2_0000
cplfw,select,hard_bpsk,FalseReject,Gordon_Campbell_2_0000,Gordon_Campbell_3_0000
cplfw,select,hard_bpsk,FalseReject,Jay_Rasulo_1_0000,Jay_Rasulo_3_0000
cplfw,select,hard_bpsk,FalseReject,David_Suazo_1_0000,David_Suazo_2_0000
cplfw,select,hard_bpsk,FalseReject,Romain_Duris_1_0000,Romain_Duris_2_0000
cplfw,select,hard_bpsk,FalseReject,Iva_Majoli_1_0000,Iva_Majoli_3_0000
cplfw,select,hard_bpsk,FalseReject,Gary_Winnick_1_0000,Gary_Winnick_3_0000
cplfw,select,hard_bpsk,FalseReject,Debbie_Reynolds_1_0000,Debbie_Reynolds_2_0000
cplfw,select,hard_bpsk,FalseReject,Peter_Lundgren_2_0000,Peter_Lundgren_3_0000
cplfw,select,hard_bpsk,FalseReject,Jada_Pinkett_Smith_1_0000,Jada_Pinkett_Smith_2_0000
cplfw,select,hard_bpsk,FalseReject,David_Spade_1_0000,David_Spade_3_0000
cplfw,select,hard_bpsk,FalseReject,Peter_Lundgren_1_0000,Peter_Lundgren_2_0000
cplfw,select,hard_bpsk,FalseReject,David_Dodge_2_0000,David_Dodge_3_0000
cplfw,select,hard_bpsk,FalseReject,Patsy_Kensit_2_0000,Patsy_Kensit_3_0000
cplfw,select,hard_bpsk,FalseReject,Diana_Taurasi_2_0000,Diana_Taurasi_3_0000
cplfw,select,hard_bpsk,FalseReject,David_Spade_2_0000,David_Spade_3_0000
cplfw,select,hard_bpsk,FalseReject,Jane_Krakowski_1_0000,Jane_Krakowski_3_0000
cplfw,select,hard_bpsk,FalseReject,David_Suazo_1_0000,David_Suazo_3_0000
cplfw,select,hard_bpsk,FalseReject,Mona_Rishmawi_2_0000,Mona_Rishmawi_3_0000
cplfw,select,hard_bpsk,FalseReject,Cesar_Gaviria_1_0000,Cesar_Gaviria_3_0000
cplfw,select,hard_bpsk,FalseReject,Jim_Flaherty_1_0000,Jim_Flaherty_3_0000
cplfw,select,hard_bpsk,FalseReject,Scott_Wolf_1_0000,Scott_Wolf_3_0000
cplfw,select,hard_bpsk,FalseReject,Jim_Thome_1_0000,Jim_Thome_3_0000
cplfw,select,hard_bpsk,FalseReject,Laura_Pausini_1_0000,Laura_Pausini_3_0000
cplfw,select,hard_bpsk,FalseReject,Sid_Caesar_1_0000,Sid_Caesar_3_0000
cplfw,select,hard_bpsk,FalseReject,Hugo_Colace_1_0000,Hugo_Colace_3_0000
cplfw,select,hard_bpsk,FalseReject,Robbie_Fowler_1_0000,Robbie_Fowler_2_0000
cplfw,select,hard_bpsk,FalseReject,Sid_Caesar_1_0000,Sid_Caesar_2_0000
cplfw,select,hard_bpsk,FalseReject,Elena_Dementieva_1_0000,Elena_Dementieva_3_0000
cplfw,select,hard_bpsk,FalseReject,Jim_Tressel_2_0000,Jim_Tressel_3_0000
cplfw,select,hard_bpsk,FalseReject,Lynn_Redgrave_2_0000,Lynn_Redgrave_3_0000
cplfw,select,hard_bpsk,FalseAccept,Brian_Griese_3_0000,Sergio_Garcia_1_0000
cplfw,select,hard_bpsk,FalseAccept,Serena_Williams_1_0000,Venus_Williams_1_0000
cplfw,select,soft_llr_v1,FalseReject,Anders_Fogh_Rasmussen_1_0000,Anders_Fogh_Rasmussen_2_0000
cplfw,select,soft_llr_v1,FalseReject,Brad_Johnson_1_0000,Brad_Johnson_2_0000
cplfw,select,soft_llr_v1,FalseReject,Candice_Bergen_2_0000,Candice_Bergen_3_0000
cplfw,select,soft_llr_v1,FalseReject,Prince_Philippe_1_0000,Prince_Philippe_2_0000
cplfw,select,soft_llr_v1,FalseReject,Linus_Roache_1_0000,Linus_Roache_2_0000
cplfw,select,soft_llr_v1,FalseReject,Stan_Kroenke_1_0000,Stan_Kroenke_2_0000
cplfw,select,soft_llr_v1,FalseReject,Erika_Christensen_2_0000,Erika_Christensen_3_0000
cplfw,select,soft_llr_v1,FalseReject,Jimmy_Kimmel_1_0000,Jimmy_Kimmel_3_0000
cplfw,select,soft_llr_v1,FalseReject,Tyra_Banks_2_0000,Tyra_Banks_3_0000
cplfw,select,soft_llr_v1,FalseReject,Tim_Blake_Nelson_1_0000,Tim_Blake_Nelson_2_0000
cplfw,select,soft_llr_v1,FalseReject,Sam_Brownback_1_0000,Sam_Brownback_2_0000
cplfw,select,soft_llr_v1,FalseReject,Sigourney_Weaver_1_0000,Sigourney_Weaver_2_0000
cplfw,select,soft_llr_v1,FalseReject,Simon_Yam_2_0000,Simon_Yam_3_0000
cplfw,select,soft_llr_v1,FalseReject,Simon_Yam_1_0000,Simon_Yam_3_0000
cplfw,select,soft_llr_v1,FalseReject,Sigourney_Weaver_2_0000,Sigourney_Weaver_3_0000
cplfw,select,soft_llr_v1,FalseReject,Billy_Bob_Thornton_2_0000,Billy_Bob_Thornton_3_0000
cplfw,select,soft_llr_v1,FalseReject,Rick_Perry_1_0000,Rick_Perry_3_0000
cplfw,select,soft_llr_v1,FalseReject,Woody_Allen_1_0000,Woody_Allen_3_0000
cplfw,select,soft_llr_v1,FalseReject,Nina_Jacobson_1_0000,Nina_Jacobson_3_0000
cplfw,select,soft_llr_v1,FalseReject,Prince_Rainier_III_1_0000,Prince_Rainier_III_2_0000
cplfw,select,soft_llr_v1,FalseReject,Maria_Callas_1_0000,Maria_Callas_2_0000
cplfw,select,soft_llr_v1,FalseReject,Taylor_Twellman_2_0000,Taylor_Twellman_3_0000
cplfw,select,soft_llr_v1,FalseReject,Stefan_Tafrov_1_0000,Stefan_Tafrov_2_0000
cplfw,select,soft_llr_v1,FalseReject,Nursultan_Nazarbayev_1_0000,Nursultan_Nazarbayev_3_0000
cplfw,select,soft_llr_v1,FalseReject,Martin_Cauchon_1_0000,Martin_Cauchon_3_0000
cplfw,select,soft_llr_v1,FalseReject,Maria_Callas_1_0000,Maria_Callas_3_0000
cplfw,select,soft_llr_v1,FalseReject,Alfonso_Cuaron_1_0000,Alfonso_Cuaron_3_0000
cplfw,select,soft_llr_v1,FalseReject,Jimmy_Kimmel_2_0000,Jimmy_Kimmel_3_0000
cplfw,select,soft_llr_v1,FalseReject,Billy_Bob_Thornton_1_0000,Billy_Bob_Thornton_2_0000
cplfw,select,soft_llr_v1,FalseReject,Luis_Ernesto_Derbez_Bautista_1_0000,Luis_Ernesto_Derbez_Bautista_2_0000
cplfw,select,soft_llr_v1,FalseReject,Tom_Glavine_2_0000,Tom_Glavine_3_0000
cplfw,select,soft_llr_v1,FalseReject,Sterling_Hitchcock_1_0000,Sterling_Hitchcock_3_0000
cplfw,select,soft_llr_v1,FalseReject,Martina_Hingis_1_0000,Martina_Hingis_3_0000
cplfw,select,soft_llr_v1,FalseReject,Ruth_Bader_Ginsburg_1_0000,Ruth_Bader_Ginsburg_2_0000
cplfw,select,soft_llr_v1,FalseReject,Pascal_Affi_Nguessan_1_0000,Pascal_Affi_Nguessan_3_0000
cplfw,select,soft_llr_v1,FalseReject,Rachel_Kempson_2_0000,Rachel_Kempson_1_0000
cplfw,select,soft_llr_v1,FalseReject,Jerry_Tarkanian_1_0000,Jerry_Tarkanian_2_0000
cplfw,select,soft_llr_v1,FalseReject,Fernando_Sanz_1_0000,Fernando_Sanz_3_0000
cplfw,select,soft_llr_v1,FalseReject,Jerry_Tarkanian_1_0000,Jerry_Tarkanian_3_0000
cplfw,select,soft_llr_v1,FalseReject,Benjamin_Netanyahu_1_0000,Benjamin_Netanyahu_3_0000
cplfw,select,soft_llr_v1,FalseReject,Sergio_Garcia_1_0000,Sergio_Garcia_2_0000
cplfw,select,soft_llr_v1,FalseReject,Jennifer_Garner_1_0000,Jennifer_Garner_3_0000
cplfw,select,soft_llr_v1,FalseReject,Dimitar_Berbatov_1_0000,Dimitar_Berbatov_2_0000
cplfw,select,soft_llr_v1,FalseReject,Tom_Harkin_1_0000,Tom_Harkin_2_0000
cplfw,select,soft_llr_v1,FalseReject,Matthew_Broderick_1_0000,Matthew_Broderick_2_0000
cplfw,select,soft_llr_v1,FalseReject,Martin_Keown_1_0000,Martin_Keown_2_0000
cplfw,select,soft_llr_v1,FalseReject,Tom_Glavine_1_0000,Tom_Glavine_2_0000
cplfw,select,soft_llr_v1,FalseReject,Lindsey_Graham_1_0000,Lindsey_Graham_2_0000
cplfw,select,soft_llr_v1,FalseReject,Gary_Williams_1_0000,Gary_Williams_2_0000
cplfw,select,soft_llr_v1,FalseReject,Tom_Coverdale_1_0000,Tom_Coverdale_2_0000
cplfw,select,soft_llr_v1,FalseReject,Jimmy_Carter_1_0000,Jimmy_Carter_3_0000
cplfw,select,soft_llr_v1,FalseReject,Andre_Bucher_1_0000,Andre_Bucher_2_0000
cplfw,select,soft_llr_v1,FalseReject,Sam_Brownback_2_0000,Sam_Brownback_3_0000
cplfw,select,soft_llr_v1,FalseReject,Cecilia_Cheung_1_0000,Cecilia_Cheung_2_0000
cplfw,select,soft_llr_v1,FalseReject,Christian_Lacroix_2_0000,Christian_Lacroix_3_0000
cplfw,select,soft_llr_v1,FalseReject,Nina_Jacobson_1_0000,Nina_Jacobson_2_0000
cplfw,select,soft_llr_v1,FalseReject,Jeremy_Greenstock_1_0000,Jeremy_Greenstock_2_0000
cplfw,select,soft_llr_v1,FalseReject,Bill_Nelson_2_0000,Bill_Nelson_3_0000
cplfw,select,soft_llr_v1,FalseReject,Lindsey_Graham_2_0000,Lindsey_Graham_3_0000
cplfw,select,soft_llr_v1,FalseReject,Woody_Allen_2_0000,Woody_Allen_3_0000
cplfw,select,soft_llr_v1,FalseReject,Tom_Harkin_2_0000,Tom_Harkin_3_0000
cplfw,select,soft_llr_v1,FalseReject,Martin_Sheen_1_0000,Martin_Sheen_3_0000
cplfw,select,soft_llr_v1,FalseReject,Nong_Duc_Manh_1_0000,Nong_Duc_Manh_3_0000
cplfw,select,soft_llr_v1,FalseReject,Bode_Miller_1_0000,Bode_Miller_3_0000
cplfw,select,soft_llr_v1,FalseReject,Hugo_Conte_1_0000,Hugo_Conte_3_0000
cplfw,select,soft_llr_v1,FalseReject,Peter_Bacanovic_1_0000,Peter_Bacanovic_2_0000
cplfw,select,soft_llr_v1,FalseReject,Jelena_Dokic_1_0000,Jelena_Dokic_3_0000
cplfw,select,soft_llr_v1,FalseReject,Theresa_May_2_0000,Theresa_May_3_0000
cplfw,select,soft_llr_v1,FalseReject,Dany_Heatley_1_0000,Dany_Heatley_3_0000
cplfw,select,soft_llr_v1,FalseReject,Tony_Blair_1_0000,Tony_Blair_3_0000
cplfw,select,soft_llr_v1,FalseReject,Catherine_Bell_1_0000,Catherine_Bell_3_0000
cplfw,select,soft_llr_v1,FalseReject,Ed_Sullivan_1_0000,Ed_Sullivan_2_0000
cplfw,select,soft_llr_v1,FalseReject,Patricia_Wartusch_1_0000,Patricia_Wartusch_3_0000
cplfw,select,soft_llr_v1,FalseReject,Shane_Hmiel_2_0000,Shane_Hmiel_3_0000
cplfw,select,soft_llr_v1,FalseReject,Iveta_Benesova_1_0000,Iveta_Benesova_3_0000
cplfw,select,soft_llr_v1,FalseReject,Melissa_Joan_Hart_2_0000,Melissa_Joan_Hart_3_0000
cplfw,select,soft_llr_v1,FalseReject,Mario_Kreutzberger_2_0000,Mario_Kreutzberger_3_0000
cplfw,select,soft_llr_v1,FalseReject,Boris_Jordan_1_0000,Boris_Jordan_3_0000
cplfw,select,soft_llr_v1,FalseReject,Dwayne_Johnson_1_0000,Dwayne_Johnson_2_0000
cplfw,select,soft_llr_v1,FalseReject,Sandra_Bullock_1_0000,Sandra_Bullock_2_0000
cplfw,select,soft_llr_v1,FalseReject,Kimora_Lee_2_0000,Kimora_Lee_3_0000
cplfw,select,soft_llr_v1,FalseReject,Eve_Pelletier_1_0000,Eve_Pelletier_2_0000
cplfw,select,soft_llr_v1,FalseReject,Kate_Lee_1_0000,Kate_Lee_2_0000
cplfw,select,soft_llr_v1,FalseReject,Arturo_Gatti_1_0000,Arturo_Gatti_2_0000
cplfw,select,soft_llr_v1,FalseReject,Priscilla_Presley_2_0000,Priscilla_Presley_3_0000
cplfw,select,soft_llr_v1,FalseReject,Mary_Sue_Coleman_2_0000,Mary_Sue_Coleman_3_0000
cplfw,select,soft_llr_v1,FalseReject,Mehdi_Baala_1_0000,Mehdi_Baala_3_0000
cplfw,select,soft_llr_v1,FalseReject,Bob_Stoops_1_0000,Bob_Stoops_3_0000
cplfw,select,soft_llr_v1,FalseReject,Mike_Sherman_2_0000,Mike_Sherman_3_0000
cplfw,select,soft_llr_v1,FalseReject,Brett_Hawke_1_0000,Brett_Hawke_3_0000
cplfw,select,soft_llr_v1,FalseReject,Wang_Yingfan_1_0000,Wang_Yingfan_3_0000
cplfw,select,soft_llr_v1,FalseReject,Dusty_Baker_1_0000,Dusty_Baker_3_0000
cplfw,select,soft_llr_v1,FalseReject,Nelson_Mandela_1_0000,Nelson_Mandela_3_0000
cplfw,select,soft_llr_v1,FalseReject,Tippi_Hedren_1_0000,Tippi_Hedren_2_0000
cplfw,select,soft_llr_v1,FalseReject,Chanda_Rubin_1_0000,Chanda_Rubin_2_0000
cplfw,select,soft_llr_v1,FalseReject,Priscilla_Presley_1_0000,Priscilla_Presley_3_0000
cplfw,select,soft_llr_v1,FalseReject,Brennon_Leighton_1_0000,Brennon_Leighton_2_0000
cplfw,select,soft_llr_v1,FalseReject,Joe_Strummer_1_0000,Joe_Strummer_2_0000
cplfw,select,soft_llr_v1,FalseReject,Svetislav_Pesic_1_0000,Svetislav_Pesic_2_0000
cplfw,select,soft_llr_v1,FalseReject,Hu_Jintao_1_0000,Hu_Jintao_2_0000
cplfw,select,soft_llr_v1,FalseReject,Juljia_Vysotskij_1_0000,Juljia_Vysotskij_2_0000
cplfw,select,soft_llr_v1,FalseReject,Bode_Miller_1_0000,Bode_Miller_2_0000
cplfw,select,soft_llr_v1,FalseReject,Bob_Stoops_1_0000,Bob_Stoops_2_0000
cplfw,select,soft_llr_v1,FalseReject,Ed_Sullivan_1_0000,Ed_Sullivan_3_0000
cplfw,select,soft_llr_v1,FalseReject,Annette_Lu_1_0000,Annette_Lu_3_0000
cplfw,select,soft_llr_v1,FalseReject,Charles_Schumer_1_0000,Charles_Schumer_3_0000
cplfw,select,soft_llr_v1,FalseReject,Tom_DeLay_1_0000,Tom_DeLay_3_0000
cplfw,select,soft_llr_v1,FalseReject,Bill_Gates_1_0000,Bill_Gates_2_0000
cplfw,select,soft_llr_v1,FalseReject,Mary_Sue_Coleman_1_0000,Mary_Sue_Coleman_2_0000
cplfw,select,soft_llr_v1,FalseReject,Svetislav_Pesic_1_0000,Svetislav_Pesic_3_0000
cplfw,select,soft_llr_v1,FalseReject,Mary_Sue_Coleman_1_0000,Mary_Sue_Coleman_3_0000
cplfw,select,soft_llr_v1,FalseReject,Richard_Tubb_2_0000,Richard_Tubb_3_0000
cplfw,select,soft_llr_v1,FalseReject,Steven_Tyler_1_0000,Steven_Tyler_3_0000
cplfw,select,soft_llr_v1,FalseReject,Don_Flanagan_1_0000,Don_Flanagan_2_0000
cplfw,select,soft_llr_v1,FalseReject,Ed_Rendell_1_0000,Ed_Rendell_2_0000
cplfw,select,soft_llr_v1,FalseReject,John_Burkett_1_0000,John_Burkett_2_0000
cplfw,select,soft_llr_v1,FalseReject,Prince_William_1_0000,Prince_William_2_0000
cplfw,select,soft_llr_v1,FalseReject,Mikhail_Kalashnikov_1_0000,Mikhail_Kalashnikov_3_0000
cplfw,select,soft_llr_v1,FalseReject,Jimmy_Smits_1_0000,Jimmy_Smits_3_0000
cplfw,select,soft_llr_v1,FalseReject,Lindsay_Davenport_1_0000,Lindsay_Davenport_3_0000
cplfw,select,soft_llr_v1,FalseReject,Terry_Hoeppner_1_0000,Terry_Hoeppner_3_0000
cplfw,select,soft_llr_v1,FalseReject,Charles_Bronson_1_0000,Charles_Bronson_2_0000
cplfw,select,soft_llr_v1,FalseReject,Werner_Schlager_2_0000,Werner_Schlager_3_0000
cplfw,select,soft_llr_v1,FalseReject,Placido_Domingo_1_0000,Placido_Domingo_3_0000
cplfw,select,soft_llr_v1,FalseReject,Juan_Ignacio_Chela_1_0000,Juan_Ignacio_Chela_2_0000
cplfw,select,soft_llr_v1,FalseReject,Felicity_Huffman_1_0000,Felicity_Huffman_3_0000
cplfw,select,soft_llr_v1,FalseReject,Johnny_Hallyday_1_0000,Johnny_Hallyday_2_0000
cplfw,select,soft_llr_v1,FalseReject,Andre_Techine_1_0000,Andre_Techine_3_0000
cplfw,select,soft_llr_v1,FalseReject,Natalie_Maines_2_0000,Natalie_Maines_3_0000
